timestamp,keyword,title,url
2025-08-12 13:25:53,関税,関税,https://ja.wikipedia.org/wiki/%E9%96%A2%E7%A8%8E
2025-08-12 13:25:57,富士山,富士山,https://ja.wikipedia.org/wiki/%E5%AF%8C%E5%A3%AB%E5%B1%B1
